客户编号,套餐品牌,信用等级,是否使用4GUSIM卡,是否4G资费,网龄,当月ARPU,当月MOU,当月DOU,终端使用时间（月）,当月省内漫游时长,当月省际漫游时长,营销是否成功
3488,2,5,1,1,174,82.93,441,140077,0,7,0,0
6673,2,4,1,0,202,82.93,500,71462,6,27,7,0
8227,2,5,0,0,192,82.92,277,17,6,0,210,0
9790,2,4,1,0,165,82.92,158,11465,13,0,0,0
16013,2,5,0,0,185,82.91,1897,26446,10,0,0,0
11761,2,5,0,0,203,82.9,394,81431,13,0,0,1
14565,2,5,0,0,224,82.9,510,106817,42,1,0,1
6339,1,4,1,1,160,82.89,306,103593,21,0,0,1
14751,2,5,1,1,176,82.89,1108,325428,10,0,0,0
12276,2,5,1,1,179,82.88,399,0,2,195,0,1
17312,3,5,1,1,206,82.88,275,47622,0,1,18,0
5323,2,5,0,0,185,82.87,1427,306908,18,58,44,1
3068,2,4,1,1,146,82.86,800,23442,1,28,0,0
4542,2,4,1,1,164,82.86,731,322611,4,7,0,1
17070,2,4,0,0,162,82.86,703,0,6,0,0,0
4434,2,3,1,1,164,82.85,185,0,0,0,0,0
8411,2,5,0,0,187,82.85,469,13744,9,0,0,0
8438,2,5,1,0,167,82.85,277,0,29,0,0,0
9792,2,4,0,0,164,82.85,79,2,6,0,0,0
11380,2,5,0,0,201,82.85,401,1055,13,5,323,0
19036,3,5,0,0,162,82.85,1050,232336,14,16,0,1
7593,2,4,1,1,164,82.83,234,84906,34,27,0,1
5007,2,4,1,1,161,82.82,513,228410,29,5,31,1
7250,2,5,0,0,180,82.82,90,146442,35,0,0,1
1763,2,5,1,1,190,82.81,328,9471,2,0,0,0
426,2,5,1,1,218,82.8,647,171944,5,0,0,1
1599,2,4,1,1,191,82.79,254,102810,3,0,0,0
14859,2,4,1,1,166,82.79,874,519690,8,0,0,0
246,2,4,1,1,215,82.78,361,133015,5,7,15,0
1404,2,5,1,1,194,82.78,478,246661,2,6,13,0
5519,1,4,1,0,202,82.78,1065,8475,36,28,68,0
2898,2,4,1,1,178,82.77,201,611288,6,0,0,0
8099,2,5,1,0,179,82.77,687,1296,2,20,157,0
11449,2,5,1,1,190,82.77,1087,111,41,17,85,1
5971,1,4,1,0,170,82.76,567,49592,37,12,0,0
16439,2,5,0,0,178,82.75,357,0,37,1,78,1
5463,1,5,1,0,205,82.74,872,3152,17,2,9,0
12433,2,3,0,0,71,82.74,57,71384,32,0,57,1
1748,2,5,1,1,190,82.73,260,52826,10,0,260,0
3256,2,4,1,1,176,82.73,513,483413,15,369,0,1
12426,2,4,0,0,162,82.73,963,98583,0,123,28,1
1893,2,5,0,1,188,82.72,694,257461,21,477,0,1
12245,2,5,1,0,173,82.71,15,122476,20,0,0,0
16057,2,5,0,0,186,82.7,1276,0,1,0,0,1
19874,3,5,0,0,242,82.7,572,36045,10,0,0,0
8270,2,4,0,0,188,82.68,230,0,15,11,0,0
14972,2,5,0,1,162,82.67,753,569994,1,0,0,0
2761,2,4,1,1,180,82.66,347,0,20,28,0,0
16644,2,4,1,0,146,82.66,407,58419,11,0,0,0
46,2,5,1,1,232,82.62,865,254665,26,10,12,1
12223,2,5,0,0,174,82.62,337,0,26,33,0,0
15259,2,5,0,0,177,82.62,392,156390,1,0,0,1
15337,2,5,0,0,204,82.62,741,29574,26,0,0,0
19393,3,5,0,0,178,82.61,549,54355,21,2,0,0
6385,1,4,1,1,164,82.6,510,1936,1,5,0,0
11971,2,5,0,0,191,82.59,425,0,18,94,0,0
2831,2,5,1,1,94,82.57,664,72818,5,7,0,0
11413,2,5,0,0,196,82.57,399,623,22,81,0,0
9159,2,5,0,0,186,82.56,536,23250,29,0,0,0
7749,2,4,0,1,160,82.55,321,94459,8,36,0,1
8128,2,5,0,0,232,82.55,606,0,9,17,0,0
12324,2,5,1,0,198,82.53,938,61651,4,44,0,0
17874,3,4,1,1,165,82.52,503,260882,9,31,0,0
3338,2,4,1,1,176,82.49,453,141654,15,0,0,1
5945,1,5,0,0,173,82.49,1981,199487,36,0,0,1
11349,2,5,0,0,207,82.49,1316,574,17,0,0,0
12209,2,4,0,0,176,82.48,225,126,14,204,0,0
14151,2,5,0,0,185,82.48,1027,273560,32,0,0,1
4784,2,4,1,1,163,82.47,721,207809,12,0,0,1
7726,2,4,0,1,161,82.47,426,332254,7,0,0,0
14399,2,5,0,0,196,82.47,383,45559,26,48,0,0
376,2,5,0,1,233,82.43,232,15177,0,0,0,0
7087,2,5,0,0,185,82.43,844,299054,19,0,0,0
4406,2,4,1,1,165,82.42,339,442713,5,121,0,0
4414,2,5,1,1,164,82.42,369,486280,6,0,0,1
7386,2,5,1,1,146,82.39,755,319230,16,0,0,1
963,2,5,1,1,200,82.38,421,94381,35,19,0,1
2084,2,4,1,1,188,82.38,469,285604,4,4,4,0
6663,2,4,0,0,201,82.37,163,49986,14,103,0,0
5989,1,4,0,0,171,82.36,1217,11507,18,0,0,0
6355,1,4,1,1,119,82.36,870,718581,26,0,0,1
16084,2,5,0,0,187,82.35,377,14701,36,0,0,0
7432,2,5,1,1,146,82.33,108,1297025,4,6,0,0
16841,2,5,0,0,196,82.33,604,9107,17,0,0,0
264,2,5,1,1,214,82.31,359,69012,19,1,127,0
5321,2,5,0,0,201,82.29,768,129670,27,48,166,1
18113,3,4,1,0,160,82.28,1316,22576,4,41,0,0
2958,2,4,1,1,179,82.27,497,406158,4,4,13,1
571,2,5,1,1,204,82.22,487,249082,23,6,91,1
11834,2,5,0,0,200,82.22,1512,39958,32,12,32,0
14309,2,5,1,0,213,82.21,758,202301,18,0,0,1
2257,2,3,1,1,186,82.18,96,523142,4,0,96,0
8513,2,5,0,0,197,82.18,615,0,27,17,0,1
12393,2,4,1,1,164,82.16,581,70802,16,0,0,0
8168,2,5,0,0,204,82.15,738,19169,11,0,0,0
4870,2,5,1,1,162,82.14,1330,434136,9,0,0,1
8320,2,4,0,0,184,82.14,406,31,0,7,17,1
16261,2,5,1,1,182,82.14,806,265,0,0,0,0
11652,2,5,1,0,164,82.12,1352,12789,16,30,19,0
2276,2,4,1,1,187,82.11,204,0,11,0,0,0
4235,2,5,0,1,202,82.1,553,60,3,41,0,0
12251,2,5,1,0,146,82.1,152,77899,24,0,0,0
19364,3,5,0,0,184,82.1,894,0,4,0,0,1
8463,2,5,1,0,163,82.09,714,8,14,4,0,1
12355,2,4,0,1,165,82.09,898,15266,10,0,0,0
19648,3,4,1,1,144,82.09,377,208565,14,3,0,1
6427,1,4,0,0,160,82.07,440,38905,28,0,0,0
11320,2,5,0,0,202,82.07,957,14741,31,27,38,0
4752,2,4,1,1,162,82.06,942,422031,14,0,0,1
12166,2,5,1,0,178,82.06,122,31747,14,0,0,0
16761,2,5,0,0,169,82.06,1157,38615,30,25,0,0
4801,2,5,1,1,162,82.01,622,46026,6,21,0,0
19273,3,5,1,1,210,82,1035,291359,4,38,0,0
6017,1,4,1,1,168,81.95,1053,383687,4,0,0,0
14869,2,4,0,0,167,81.95,559,43,0,0,0,1
15242,2,5,0,0,206,81.94,671,1869,11,0,0,0
11744,2,5,0,0,206,81.93,249,32045,29,0,0,0
5885,1,4,1,0,146,81.92,636,256299,9,3,0,1
12316,2,5,0,0,166,81.92,115,0,22,3,0,0
11482,2,5,0,0,185,81.89,30,12223,10,0,30,0
11648,2,4,0,0,165,81.89,591,5338,2,32,0,0
8368,2,4,0,0,146,81.87,287,0,46,0,287,0
11655,2,5,1,0,164,81.87,100,175903,1,0,100,0
11975,2,5,1,0,191,81.86,398,93949,6,167,30,0
1837,2,5,1,1,188,81.85,332,171979,2,0,0,0
15813,2,5,0,0,190,81.84,679,29132,20,0,0,0
4607,2,4,1,1,163,81.83,1173,44830,0,10,0,0
14895,2,4,0,0,166,81.82,610,238851,15,0,0,1
3546,2,4,0,1,146,81.79,750,185269,3,5,121,1
9922,2,5,0,1,188,81.79,672,839276,15,0,0,1
11399,2,5,0,0,197,81.78,665,48,9,0,0,0
6262,1,4,0,0,162,81.77,579,48513,36,0,0,0
7075,2,5,0,0,187,81.77,389,94767,11,0,0,1
16376,2,4,0,0,180,81.75,340,10630,19,0,0,1
9484,2,4,0,0,183,81.74,1287,51319,40,73,0,0
8930,2,5,0,0,184,81.73,320,0,38,0,0,1
3289,2,4,1,1,176,81.72,120,1109457,4,0,0,0
16522,2,5,1,1,176,81.72,1635,299635,1,0,0,0
6955,2,5,0,0,190,81.7,300,16025,15,0,0,0
9778,2,5,1,0,184,81.69,648,24166,34,0,0,0
5547,1,5,1,0,195,81.68,757,42142,22,11,0,0
18701,3,5,0,0,213,81.68,432,0,9,0,0,1
16367,2,5,0,0,180,81.67,1462,247,16,0,0,0
16332,2,5,1,1,180,81.64,1681,24,19,0,0,1
14975,2,5,1,1,161,81.63,1052,211171,1,2,0,0
3765,2,4,1,1,171,81.62,61,6353,1,61,0,0
3632,2,5,1,1,174,81.61,247,145637,1,0,0,0
11989,2,4,1,0,188,81.61,605,21956,4,14,5,0
2355,2,4,1,1,146,81.59,560,443072,14,66,0,1
5549,1,5,0,0,201,81.58,1011,46560,25,35,0,0
2663,2,4,1,1,182,81.56,197,209769,4,0,0,0
2755,2,5,1,1,181,81.56,1160,63431,12,113,0,0
5878,1,4,1,0,146,81.55,611,7364,4,0,0,0
16819,2,5,0,0,204,81.55,1330,70796,18,0,0,0
14721,2,5,0,0,177,81.54,452,0,5,0,0,0
11512,2,4,0,0,184,81.53,638,64176,24,0,0,0
12233,2,5,0,0,146,81.53,383,0,79,3,208,1
5257,2,5,1,1,194,81.52,4014,260843,6,0,0,0
5522,1,4,1,1,209,81.52,515,465557,2,4,0,0
5669,1,4,1,0,189,81.51,669,11187,25,0,0,0
12392,2,4,1,0,164,81.51,483,43190,6,323,0,0
6377,1,5,1,1,205,81.5,482,360932,7,0,0,0
17451,3,5,0,0,198,81.5,758,88745,36,6,0,1
1810,2,5,1,1,190,81.49,444,333918,8,0,0,1
15102,2,5,1,1,208,81.49,1562,86287,0,28,0,0
9174,2,4,1,0,182,81.47,312,672827,3,0,0,0
18976,3,4,0,0,165,81.46,519,0,9,0,0,0
3942,2,4,1,1,168,81.45,444,101319,20,12,0,0
14635,2,5,1,1,183,81.45,416,175392,12,0,0,1
3853,2,4,1,1,168,81.42,422,168763,35,0,0,1
19125,3,4,1,0,176,81.42,340,81593,17,0,0,1
6566,2,5,0,0,192,81.39,1670,248976,14,0,0,1
6137,1,4,1,0,146,81.38,372,174140,12,9,0,1
6160,1,4,0,0,164,81.38,819,47779,27,0,0,0
6363,1,5,1,1,159,81.38,492,180708,21,63,0,1
11586,2,5,0,0,174,81.37,447,28482,12,42,12,0
4790,2,4,1,1,162,81.36,331,6350,1,0,0,0
1352,2,5,1,1,191,81.35,499,190680,13,0,0,1
2220,2,5,1,1,186,81.35,971,317971,19,10,0,1
12267,2,4,1,0,171,81.33,202,46385,3,0,0,0
14575,2,5,0,1,186,81.33,356,482328,27,0,0,1
2445,2,4,1,1,183,81.31,595,194710,2,7,63,0
7263,2,4,1,0,179,81.3,55,87338,3,0,0,0
11672,2,4,0,0,163,81.3,1269,0,0,0,0,0
19115,3,4,0,0,182,81.3,348,5021,11,0,0,0
12190,2,5,1,0,178,81.29,383,82564,36,0,0,1
1082,2,5,1,1,197,81.28,146,156,7,0,0,0
15852,2,4,1,0,191,81.27,805,122,52,0,0,1
19659,3,5,1,0,178,81.27,1115,5519,10,8,0,0
15894,2,5,0,0,187,81.26,403,3580,21,0,0,0
17385,3,5,0,0,213,81.26,1052,0,16,19,0,0
5346,1,5,0,0,252,81.25,726,21308,28,0,0,0
7337,2,4,1,1,146,81.25,543,36491,1,3,0,0
8550,2,4,1,0,162,81.25,480,0,6,24,0,0
9717,2,5,1,0,227,81.25,137,61510,7,0,0,0
15790,2,5,1,1,190,81.24,537,381411,1,0,0,0
4711,2,4,1,1,163,81.23,407,1064903,3,0,0,0
12269,2,5,1,1,170,81.23,1084,33865,36,44,69,0
8367,2,4,1,0,179,81.22,179,30085,7,0,0,0
12188,2,4,1,0,177,81.22,700,30180,3,8,0,0
18835,3,3,0,0,146,81.22,516,0,89,4,0,1
4466,2,5,1,1,164,81.21,223,11479,1,0,0,0
11983,2,5,0,0,188,81.2,249,26260,27,0,0,0
15050,2,5,0,0,212,81.2,176,0,8,0,0,0
11391,2,5,1,1,200,81.19,240,0,11,185,0,0
12273,2,5,0,0,179,81.16,737,60842,19,0,0,0
2764,2,5,1,1,180,81.14,783,131827,18,0,0,1
15630,2,5,0,0,191,81.11,381,124133,18,17,0,0
633,2,5,1,1,205,81.1,328,187345,16,0,0,1
16299,2,5,0,0,181,81.09,982,46,34,0,0,0
5244,2,5,1,1,253,81.08,423,519169,6,53,4,0
8526,2,5,0,0,185,81.08,582,25414,5,186,14,0
5515,1,5,0,0,204,81.07,1909,15268,7,0,0,0
3416,2,3,1,1,60,81.03,556,150178,10,0,0,1
16241,2,4,1,0,183,81.03,733,40551,5,0,0,0
17569,3,4,0,0,185,81.03,707,169468,26,0,0,1
4292,2,4,1,1,166,81.02,0,159032,1,0,0,1
3449,2,4,1,1,174,81.01,141,105340,19,0,0,1
5185,2,4,0,1,159,81,642,2441,3,9,57,0
6167,1,5,1,1,164,81,971,368344,17,0,0,0
5738,1,5,0,0,184,80.98,1071,85397,36,70,0,1
7613,2,3,0,0,164,80.98,268,0,15,0,0,0
8205,2,5,1,0,197,80.98,381,0,18,10,0,0
5781,1,5,0,0,182,80.97,1034,111939,10,101,0,1
9274,2,4,0,0,160,80.96,1026,65049,19,0,0,0
11879,2,5,0,0,196,80.96,538,56726,23,21,0,0
19546,3,4,1,1,179,80.96,148,113277,1,7,0,0
6687,2,5,0,0,213,80.95,194,30,34,0,0,0
8440,2,5,1,0,199,80.95,716,0,26,129,4,1
8481,2,5,1,0,161,80.95,369,0,91,28,0,1
11796,2,5,1,1,201,80.95,1307,115444,2,48,0,1
5603,1,5,1,0,196,80.94,1053,54895,23,12,0,0
14896,2,4,0,0,166,80.93,562,0,35,0,0,0
7313,2,4,0,0,146,80.92,416,63398,7,0,0,0
3207,2,4,1,1,177,80.91,448,874558,3,0,0,0
16239,2,4,0,0,183,80.91,743,3433,10,4,0,0
16625,2,5,1,1,172,80.91,881,84816,18,0,0,1
5952,1,5,1,0,146,80.9,77,26501,4,0,77,0
14664,2,5,1,1,181,80.9,643,75676,10,10,0,0
4741,2,4,1,1,162,80.89,446,112212,1,62,0,0
6859,2,4,0,1,198,80.89,345,66119,11,0,0,0
18147,3,5,1,0,178,80.89,267,680,13,20,11,0
18990,3,4,1,0,164,80.89,731,19113,22,9,31,0
8218,2,5,0,0,194,80.88,274,8,10,0,0,0
17604,3,4,0,0,185,80.87,580,169619,11,0,0,1
19318,3,5,0,0,190,80.87,1243,43283,14,0,0,0
3684,2,4,1,1,169,80.85,814,368941,4,59,0,0
4416,2,4,1,1,164,80.85,944,1720396,4,0,0,0
5642,1,4,0,0,189,80.85,915,0,12,15,0,1
15880,2,5,0,0,185,80.83,731,126,41,24,0,1
16346,2,5,0,0,178,80.83,792,21981,12,13,0,0
4217,2,5,1,1,165,80.82,272,0,43,13,0,0
14627,2,5,0,1,184,80.82,1321,104604,2,17,0,1
7003,2,4,0,0,187,80.81,583,58589,29,3,0,0
11704,2,4,1,1,159,80.8,180,46160,1,0,0,0
14378,2,5,1,0,200,80.79,369,55345,8,0,45,0
9487,2,5,1,0,182,80.78,557,22244,14,66,0,0
5742,1,4,1,0,184,80.77,558,61852,15,8,17,0
17653,3,5,1,1,181,80.77,274,925,0,152,2,0
113,2,5,1,1,228,80.76,563,12036,9,79,0,0
11837,2,5,0,0,232,80.75,1149,1,85,5,0,1
5277,2,5,1,1,181,80.74,1171,45902,26,3,0,0
3946,2,4,1,1,169,80.72,456,190303,2,0,0,0
4457,2,5,1,1,164,80.72,1149,44458,19,0,0,0
7735,2,4,0,0,161,80.71,227,0,39,0,0,0
9242,2,5,0,0,163,80.69,793,134128,18,22,0,0
7860,2,5,0,0,198,80.67,702,401340,15,0,0,1
11930,2,5,1,0,193,80.67,616,21592,1,0,0,0
6275,1,4,0,0,162,80.66,535,81759,42,0,0,1
11495,2,5,1,0,186,80.66,527,22375,1,91,0,0
12042,2,4,0,0,186,80.66,413,8,12,0,413,0
17096,2,5,1,1,161,80.65,406,529319,23,6,0,1
17980,3,5,1,0,163,80.65,1238,195422,35,8,0,1
17917,3,4,0,0,164,80.64,887,78518,23,0,0,1
3302,2,5,1,1,176,80.63,874,75823,25,0,0,1
14462,2,5,0,0,192,80.61,353,52196,23,17,26,0
15965,2,5,0,0,189,80.61,489,180136,15,10,16,0
1028,2,5,1,1,200,80.6,498,1554809,1,18,0,0
15457,2,5,0,0,214,80.6,1174,7807,19,0,0,0
450,2,5,1,1,217,80.59,647,256312,7,31,0,0
5926,1,5,0,0,173,80.59,1577,0,2,0,0,1
14663,2,5,1,0,181,80.59,512,27617,12,0,0,0
8851,2,4,1,0,164,80.58,1155,261,3,16,2,0
2150,2,4,1,1,185,80.57,625,283588,18,0,0,1
6517,1,5,1,1,204,80.56,681,114440,1,0,0,0
6532,1,4,0,0,164,80.55,592,75542,32,3,20,1
5691,1,5,0,0,210,80.54,1413,0,31,0,0,0
11352,2,5,0,0,207,80.53,304,45781,32,0,0,0
1726,2,4,0,1,191,80.5,585,71694,8,17,29,1
5789,1,5,0,0,180,80.5,778,54792,10,0,0,0
12193,2,5,0,0,177,80.5,725,68655,10,0,0,0
17307,3,5,1,1,162,80.5,323,325390,14,13,4,0
5269,2,4,1,1,188,80.48,970,56985,6,0,0,0
5464,1,5,0,0,202,80.48,932,54933,34,0,0,0
641,2,3,1,1,111,80.46,997,117467,14,13,31,1
3308,2,4,1,1,176,80.46,361,29675,1,0,0,0
12303,2,5,1,1,146,80.46,1179,52216,20,0,10,0
8543,2,5,0,0,165,80.45,987,7565,13,3,0,0
7622,2,4,0,0,164,80.41,688,0,3,0,0,0
1058,2,4,0,1,197,80.39,127,42719,4,0,0,0
4259,2,4,1,1,166,80.39,300,15844,17,22,45,0
9239,2,5,1,0,163,80.39,905,221373,31,0,0,1
11764,2,5,0,0,222,80.38,974,0,18,27,135,0
11816,2,5,1,0,208,80.37,679,185226,25,0,0,1
12408,2,5,0,0,163,80.37,223,17604,2,0,0,0
4649,2,5,0,1,163,80.35,537,144566,22,191,0,1
11904,2,5,0,0,194,80.32,443,0,47,0,0,0
16017,2,5,0,0,186,80.31,514,37433,14,3,24,0
19431,3,5,0,0,196,80.31,946,52515,26,3,217,0
11933,2,5,1,0,194,80.3,348,29418,5,0,0,0
12398,2,5,0,0,164,80.3,95,105424,5,26,0,1
16993,2,4,0,0,163,80.28,988,80647,23,0,0,0
18052,3,4,0,0,160,80.28,937,0,36,0,0,0
12220,2,5,0,0,174,80.27,823,68463,37,15,0,1
6768,2,5,1,0,212,80.26,418,0,43,0,0,1
12185,2,5,0,0,177,80.26,481,4274,15,0,481,0
9160,2,4,1,1,185,80.25,822,1884666,2,0,0,0
1162,2,5,1,1,197,80.24,1235,69978,1,68,0,0
11490,2,4,0,1,186,80.23,289,39788,20,24,0,0
15652,2,5,1,1,193,80.22,758,129041,8,0,0,1
18681,3,5,0,0,215,80.22,324,11,16,0,0,1
8376,2,4,1,0,177,80.21,112,1809,18,92,0,0
12457,2,4,1,0,160,80.21,690,43626,38,17,0,0
16732,2,5,0,0,184,80.2,452,167857,29,0,0,1
2668,2,4,1,1,183,80.19,346,44878,15,6,215,0
19906,3,5,1,0,201,80.19,1316,254350,9,0,0,0
6984,2,5,1,0,189,80.16,2078,0,2,0,0,0
17785,3,4,0,0,146,80.16,1065,0,18,77,0,0
7368,2,4,0,0,174,80.15,198,5,37,9,0,0
15493,2,5,0,0,196,80.15,719,74974,12,0,0,0
19809,3,5,0,0,202,80.15,413,89825,22,0,0,1
2565,2,5,1,1,183,80.13,299,338936,7,34,30,0
12444,2,5,0,0,161,80.13,415,47916,29,7,0,0
5993,1,4,1,0,169,80.11,713,27272,1,0,0,0
7737,2,5,0,0,161,80.11,60,0,19,0,0,0
4339,2,5,1,1,165,80.1,1312,464481,11,23,0,0
5273,2,5,1,1,186,80.09,151,200581,14,0,98,1
11561,2,5,0,0,178,80.07,528,66,11,0,0,0
11785,2,5,1,0,221,80.07,334,43556,10,0,0,0
11440,2,5,1,0,189,80.06,654,89866,4,13,567,1
15736,2,5,0,0,192,80.06,518,0,43,5,0,1
16671,2,5,1,1,169,80.06,286,121860,11,0,0,1
19584,3,5,1,1,202,80.05,352,0,0,0,6,0
6629,2,4,0,0,163,80.03,215,47368,6,0,0,0
11329,2,5,0,1,204,80.03,311,70469,27,14,0,1
11862,2,5,0,0,196,80.03,230,0,21,32,0,0
17555,3,5,1,0,186,80.03,1034,35869,34,52,0,0
1249,2,5,1,1,197,80.02,376,311537,12,0,0,1
18904,3,4,0,0,174,80.01,457,0,16,5,154,0
6169,1,4,0,0,163,80,958,534090,0,0,0,1
18894,3,4,1,0,176,80,276,39390,22,0,0,0
7880,2,5,0,0,187,79.98,967,93616,50,6,26,1
19949,3,5,1,0,196,79.98,729,60880,3,0,0,0
11401,2,5,0,0,197,79.96,479,0,22,0,0,0
5428,1,4,0,0,200,79.95,140,0,24,0,0,0
17612,3,4,1,1,182,79.95,308,767895,2,0,0,0
2862,2,5,1,1,180,79.93,484,56472,28,0,0,0
7097,2,5,0,0,185,79.93,344,47170,13,0,0,0
11825,2,5,1,0,201,79.93,812,0,25,0,13,0
12403,2,4,0,0,164,79.93,889,5095,0,1,0,0
19467,3,4,0,0,164,79.93,387,21,4,0,0,1
6495,1,4,0,0,171,79.92,560,135646,17,0,0,1
8487,2,4,1,0,160,79.92,227,1803,1,0,0,0
16848,2,5,1,0,166,79.92,611,69387,5,3,0,0
5743,1,5,0,0,184,79.91,848,10711,29,0,22,0
8524,2,5,0,0,191,79.91,544,219,25,0,0,0
1489,2,5,1,1,195,79.89,580,38800,3,0,0,0
14303,2,5,0,1,211,79.88,129,29092,0,0,0,0
17076,2,5,1,0,162,79.88,789,55454,26,0,0,0
11600,2,4,0,1,172,79.87,334,44244,17,257,10,0
7017,2,5,1,0,188,79.86,795,170,4,53,0,0
15985,2,5,0,0,187,79.84,917,0,11,3,0,0
4724,2,3,1,1,163,79.79,146,348,0,0,0,0
5417,1,4,0,0,163,79.79,257,61405,1,110,0,0
7156,2,5,1,1,183,79.78,180,44563,22,0,0,0
16026,2,5,0,0,186,79.73,390,4,14,0,0,1
6741,2,5,0,0,206,79.7,416,32514,33,0,0,0
5919,1,5,1,0,146,79.66,1055,8331,7,0,0,0
19486,3,4,0,0,161,79.66,481,100043,28,392,0,1
5476,1,5,1,0,207,79.65,97,537864,2,95,0,1
5975,1,4,0,0,177,79.65,1101,127010,13,6,4,1
8346,2,4,0,0,182,79.65,399,21,5,3,157,0
17409,3,4,0,0,201,79.65,486,0,17,0,53,0
4887,2,5,1,1,161,79.64,695,295843,8,0,0,0
5902,1,4,1,0,146,79.64,288,558003,11,0,0,0
17667,3,4,0,0,179,79.62,347,20931,8,0,0,0
5689,1,4,0,0,189,79.61,729,18996,11,23,0,0
824,2,4,1,1,201,79.59,556,31,1,0,0,0
9587,2,5,1,0,180,79.59,352,20223,29,0,0,0
17133,2,4,0,0,160,79.59,993,0,15,0,0,0
16654,2,5,0,0,173,79.55,1148,29692,35,43,0,0
17583,3,5,1,0,183,79.54,558,115761,1,0,0,0
11576,2,4,0,0,175,79.44,633,4140,28,79,0,1
14611,2,5,0,0,183,79.44,614,54482,3,13,0,0
1513,2,5,0,1,193,79.42,694,102675,20,22,36,0
8799,2,5,1,1,204,79.42,648,115630,5,0,0,0
3464,2,3,0,1,81,79.41,0,199689,21,0,0,0
16250,2,5,0,1,182,79.41,1137,183673,8,34,0,1
6149,1,4,1,0,164,79.4,829,9787,5,97,0,0
8843,2,4,0,0,165,79.4,437,43756,10,28,0,0
19591,3,3,0,0,86,79.4,479,24,67,0,0,1
5238,2,5,1,1,212,79.38,838,340024,6,81,0,1
5784,1,4,0,0,182,79.37,692,227869,12,0,0,1
7364,2,4,1,0,146,79.37,788,164299,16,0,0,1
18577,3,5,0,0,162,79.35,148,125567,6,0,0,1
12134,2,5,0,0,181,79.34,338,81524,17,290,0,1
17761,3,4,1,0,145,79.33,560,14109,0,0,0,0
5155,2,4,1,1,160,79.32,377,78696,9,0,0,0
6048,1,4,1,0,167,79.32,854,13485,8,40,0,0
6606,2,5,1,1,215,79.3,390,142240,3,59,0,0
14842,2,4,1,0,168,79.3,203,0,17,17,0,0
16627,2,5,1,0,173,79.3,1239,313,19,0,0,0
16952,2,5,1,0,164,79.3,698,40967,2,0,0,0
15663,2,5,0,0,193,79.29,620,22,3,1,0,0
6898,2,4,0,0,194,79.28,166,61,22,0,0,0
8805,2,4,1,1,173,79.27,584,578935,9,5,0,0
14523,2,5,1,1,187,79.27,693,17095,4,28,0,0
9151,2,5,0,0,189,79.26,688,139355,10,0,0,1
18075,3,5,0,0,159,79.26,790,181511,28,0,0,1
11925,2,5,1,0,193,79.25,1223,36471,2,35,28,0
16805,2,4,1,0,166,79.24,752,25,4,0,0,1
15109,2,5,1,0,202,79.23,539,0,0,0,0,0
15193,2,5,0,0,218,79.23,473,170740,12,28,0,1
12089,2,5,1,0,184,79.22,863,98173,8,33,0,1
17723,3,4,1,0,176,79.22,779,9,3,0,0,1
6117,1,4,0,0,164,79.21,627,152842,26,0,0,1
916,2,5,1,1,228,79.18,513,18931,9,0,0,0
3360,2,4,1,1,176,79.17,214,140415,8,0,0,0
16306,2,5,0,0,181,79.17,545,0,39,0,0,1
19870,3,4,0,0,214,79.16,585,28977,24,7,4,0
9731,2,5,1,0,197,79.14,403,106,5,0,0,1
14164,2,4,0,0,163,79.14,117,130014,13,1,0,0
489,2,5,1,1,213,79.13,583,149329,2,11,0,0
9165,2,5,0,0,184,79.11,1688,105663,30,131,0,1
3891,2,4,1,1,168,79.09,790,268864,1,10,0,0
7049,2,5,0,0,189,79.08,160,8511,14,1,0,0
11506,2,5,0,0,183,79.07,567,71614,9,0,0,1
11894,2,5,1,1,198,79.07,1523,1176,2,0,0,0
15468,2,5,0,0,199,79,433,0,32,0,0,0
18674,3,4,1,0,204,78.99,302,30322,7,3,37,0
6340,1,4,0,0,160,78.98,683,68524,10,0,0,1
8067,2,4,0,0,189,78.98,1165,21073,3,56,814,0
2282,2,5,1,1,186,78.97,3,129610,1,0,0,1
5972,1,4,1,1,146,78.97,252,157808,13,0,0,1
15978,2,5,0,0,204,78.97,762,184666,10,0,0,1
1316,2,5,1,1,191,78.96,788,153487,1,0,0,0
11903,2,5,1,1,191,78.96,585,80214,39,20,0,1
8352,2,4,0,0,182,78.95,181,0,1,0,181,0
6415,1,4,1,0,164,78.93,1201,91897,19,4,35,0
11910,2,5,0,0,192,78.92,356,0,11,0,0,0
17101,2,4,1,0,160,78.92,1116,1,9,0,0,0
12027,2,5,1,0,186,78.91,313,2,25,4,0,0
12106,2,5,0,0,182,78.91,0,0,0,0,0,0
12246,2,5,1,0,146,78.91,1101,0,5,2,33,0
7356,2,4,0,0,146,78.9,424,9368,4,87,0,0
15783,2,5,1,0,241,78.9,502,491,13,0,0,0
14918,2,5,0,0,165,78.86,815,0,12,11,0,1
19420,3,5,1,0,180,78.86,1022,32063,20,9,0,0
2907,2,5,1,1,179,78.85,154,59916,3,0,0,0
3125,2,4,1,1,178,78.85,330,187269,1,0,0,0
8353,2,4,1,0,182,78.85,485,4191,5,215,79,0
12423,2,4,1,1,162,78.85,761,40980,6,15,0,0
4812,2,4,1,1,162,78.83,371,181831,4,0,0,0
11957,2,5,1,0,191,78.83,413,57405,14,0,0,0
7504,2,4,1,0,166,78.82,564,206,10,4,50,0
